Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
Very High,D46E,DEHRES16DEL03,clear sky,Drinks,scooter,38,4.7,30.342.509,78.061.187,30.482.509,78.201.187,12.86,89,0,44.28,1.182.333.333
Very High,C3B7,KNPRES01DEL03,clear sky,Snack,motorcycle,29,4.9,26.483.672,80.320.708,26.573.672,80.410.708,25.58,42,0,20.62,53.85
Very High,D907,AGRRES20DEL01,clear sky,Snack,motorcycle,35,4.7,27.158.822,78.045.359,27.268.822,78.155.359,25.4,38,0,30.7,5.456.666.667
Very High,C40F,GOARES18DEL01,broken clouds,Drinks,motorcycle,39,5,1.549.395,73.827.423,1.560.395,73.937.423,28.85,67,0,22.57,6.561.666.667
Very High,7CB,MUMRES03DEL02,clear sky,Buffet,motorcycle,34,4.4,1.922.384,72.841.347,1.935.384,72.971.347,27.64,55,0,40.17,1.011.333.333
Very High,11F2,PUNERES03DEL01,clear sky,Buffet,scooter,35,4.8,18.554.382,73.798.206,18.624.382,73.868.206,22.71,49,0,17.97,5.181.666.667
Very High,7FC6,SURRES11DEL02,clear sky,Drinks,motorcycle,30,4.8,21.157.735,72.768.778,21.287.735,72.898.778,24.9,43,0,33.95,6.213.333.333
Very High,4729,JAPRES08DEL03,clear sky,Meal,scooter,32,4.8,26.910.262,75.783.013,27.050.262,75.923.013,23.9,29,0,26.79,5.591.666.667
Very High,97AF,JAPRES20DEL02,clear sky,Meal,scooter,23,4.6,26.956.431,75.776.649,27.086.431,75.906.649,23.53,29,0,31.93,63.9
Very High,7976,PUNERES14DEL03,clear sky,Buffet,motorcycle,29,4.6,18.516.216,73.842.527,18.606.216,73.932.527,22.88,48,0,16.68,5.266.666.667
Very High,6DFC,HYDRES14DEL02,haze,Meal,motorcycle,37,4.8,17.426.228,78.407.495,17.556.228,78.537.495,22.57,60,0,31.89,5.681.666.667
Very High,19B8,COIMBRES14DEL02,haze,Meal,motorcycle,33,4.7,11.003.681,76.975.525,11.133.681,77.105.525,26.2,73,0,24.96,53.45
Very High,2A40,HYDRES13DEL02,haze,Drinks,motorcycle,20,4.5,17.431.477,7.840.035,17.561.477,7.853.035,22.58,60,0,32.21,7.176.666.667
Very High,E20A,KOLRES11DEL02,haze,Snack,motorcycle,38,4.5,22.577.821,88.400.581,22.707.821,88.530.581,27.97,65,0,24.84,6.021.666.667
Very High,3E3A,PUNERES17DEL02,clear sky,Snack,scooter,21,4.6,18.530.963,73.828.972,18.610.963,73.908.972,22.76,48,0,16.78,5.148.333.333
Very High,9B49,PUNERES02DEL02,clear sky,Snack,motorcycle,38,4.9,1.855.144,73.804.855,1.868.144,73.934.855,23,48,0,28.62,7.566.666.667
Very High,8.80E+05,PUNERES05DEL02,clear sky,Drinks,motorcycle,26,4.9,18.543.626,73.905.101,18.673.626,74.035.101,23.61,47,0,27.97,6.678.333.333
Very High,65D,BANGRES07DEL02,haze,Meal,motorcycle,35,4.6,12.978.453,77.643.685,13.108.453,77.773.685,22.05,73,0,23.77,4.798.333.333
Very High,7221,BANGRES17DEL02,haze,Meal,motorcycle,37,4.6,12.972.532,77.608.179,13.052.532,77.688.179,22.48,73,0,16.02,5.201.666.667
Very High,D922,DEHRES08DEL02,clear sky,Drinks,motorcycle,33,4.3,30.359.722,78.067.079,30.439.722,78.147.079,8.99,84,0,24.69,8.488.333.333
Very High,76D5,JAPRES19DEL01,clear sky,Snack,scooter,31,4.8,26.913.726,7.575.282,27.023.726,7.586.282,23.79,28,0,30.16,6.756.666.667
Very High,A474,BANGRES14DEL02,haze,Snack,motorcycle,21,4.3,12.949.934,77.699.386,13.029.934,77.779.386,22.81,73,0,18.16,5.228.333.333
Very High,937B,BANGRES17DEL01,haze,Snack,electric_scooter,23,4.8,12.972.532,77.608.179,13.082.532,77.718.179,22.19,73,0,25.41,5.693.333.333
Very High,B9AE,PUNERES06DEL01,clear sky,Meal,motorcycle,31,5,18.546.258,73.904.337,18.616.258,73.974.337,23.16,47,0,17.21,4.848.333.333
Very High,6B9E,CHENRES14DEL02,mist,Snack,motorcycle,26,4,13.026.279,80.174.568,13.106.279,80.254.568,28.27,82,0,18.86,56.45
Very High,9FEC,PUNERES06DEL01,clear sky,Snack,motorcycle,28,4.9,18.546.258,73.904.337,18.616.258,73.974.337,23.16,47,0,17.21,5.308.333.333
Very High,7A14,BANGRES08DEL01,haze,Buffet,motorcycle,30,4.9,12.906.229,77.596.791,13.016.229,77.706.791,22.92,73,0,21.16,6.203.333.333
Very High,DC63,KOLRES01DEL01,haze,Snack,motorcycle,28,4.7,22.514.688,88.393.294,22.624.688,88.503.294,28.02,65,0,25.59,5.523.333.333
Very High,1544,MUMRES19DEL02,smoke,Snack,motorcycle,24,4.4,19.131.141,72.813.074,1.921.114,72.893.074,27.63,57,0,22.33,7.018.333.333
Very High,9BE2,HYDRES03DEL02,haze,Drinks,motorcycle,34,4.4,17.422.819,78.449.578,17.552.819,78.579.578,22.68,60,0,32.36,6.798.333.333
Very High,8321,RANCHIRES07DEL02,scattered clouds,Buffet,scooter,34,3.8,23.359.407,85.325.055,23.489.407,85.455.055,20.22,62,0,25.76,5.851.666.667
Very High,D88C,KOLRES12DEL01,haze,Meal,motorcycle,36,3.8,22.551.084,88.354.127,22.661.084,88.464.127,28.01,65,0,24.13,56.45
Very High,28B7,PUNERES16DEL02,clear sky,Meal,motorcycle,23,4.5,18.536.718,73.830.327,18.666.719,73.960.327,23.27,47,0,28.81,6.948.333.333
Very High,2F8F,CHENRES08DEL01,mist,Drinks,motorcycle,22,4.6,13.022.394,80.242.439,13.092.394,80.312.439,28.39,82,0,21.64,7.108.333.333
Very High,5BE8,BANGRES010DEL03,haze,Buffet,scooter,25,4.6,12.933.298,77.614.293,12.993.298,77.674.293,23.02,72,0,14.06,5.006.666.667
Very High,CD9E,DEHRES08DEL01,clear sky,Buffet,motorcycle,26,4.9,30.359.722,78.067.079,30.429.722,78.137.079,11.62,84,0,16.79,5.981.666.667
Very High,1289,COIMBRES08DEL01,haze,Meal,scooter,20,4.5,11.001.852,76.976.268,11.111.852,77.086.268,26.12,73,0,20.42,47.6
Very High,4993,CHENRES14DEL01,mist,Drinks,motorcycle,31,4.2,13.026.279,80.174.568,13.096.279,80.244.568,28.25,82,0,16.71,6.051.666.667
Very High,3B04,PUNERES08DEL01,clear sky,Drinks,motorcycle,22,4.8,1.853.408,7.389.852,1.864.408,7.400.852,23.32,47,0,23.93,71.7
Very High,240B,BANGRES20DEL02,haze,Snack,motorcycle,26,4.6,12.972.161,77.596.014,13.052.161,77.676.014,22.5,73,0,15.33,6.168.333.333
Very High,D65F,AURGRES01DEL03,haze,Meal,scooter,32,4.6,19.876.219,75.346.017,19.966.219,75.436.017,19.98,60,0,26.39,67.15
Very High,75D7,BANGRES09DEL01,haze,Snack,motorcycle,33,4,12.934.179,77.615.797,13.044.179,77.725.797,22.6,73,0,21.51,5.563.333.333
Very High,7C5,MUMRES04DEL02,clear sky,Drinks,motorcycle,24,4.6,19.254.567,72.848.923,19.384.567,72.978.923,27.71,57,0,51.16,1.078.666.667
Very High,A192,MUMRES13DEL03,clear sky,Buffet,motorcycle,28,5,19.178.321,72.834.715,19.268.321,72.924.715,27.63,53,0,21.38,5.578.333.333
Very High,1123,MYSRES12DEL03,clear sky,Drinks,motorcycle,39,4.8,12.284.747,76.625.861,12.374.747,76.715.861,20.54,68,0,22.79,59.7
Very High,823E,HYDRES02DEL01,haze,Drinks,electric_scooter,32,4.9,1.741.233,78.449.654,1.752.233,78.559.654,22.75,60,0,23.83,73.05
Very High,23C5,CHENRES02DEL03,overcast clouds,Snack,electric_scooter,38,4.6,13.086.438,80.220.672,13.146.439,80.280.672,28.26,82,0,13.96,53.25
Very High,10F0,CHENRES01DEL01,light rain,Drinks,motorcycle,35,4.6,13.005.801,80.250.744,13.115.801,80.360.744,28.4,82,0.15,26.06,#N/A
Very High,984D,CHENRES07DEL01,overcast clouds,Snack,scooter,33,4.9,13.081.878,80.248.519,13.151.878,80.318.519,28.33,82,0,19.39,64.9
Very High,D2F7,BHPRES15DEL01,clear sky,Meal,scooter,37,4.5,23.234.249,77.434.007,23.344.249,77.544.007,21.61,43,0,30.78,5.581.666.667
Very High,94D5,JAPRES01DEL01,clear sky,Buffet,scooter,24,4.8,2.690.519,75.810.753,2.701.519,75.920.753,23.9,29,0,20.76,5.551.666.667
Very High,3A30,INDORES04DEL02,clear sky,Snack,motorcycle,26,4.8,22.753.659,75.903.365,22.883.659,76.033.365,22.06,43,0,28.41,5.483.333.333
Very High,B734,JAPRES09DEL02,clear sky,Meal,scooter,37,3.9,26.911.378,75.789.034,27.041.378,75.919.034,23.86,29,0,24.58,5.508.333.333
Very High,1773,RANCHIRES04DEL01,mist,Snack,motorcycle,35,4.8,23.359.033,85.325.347,23.429.033,85.395.347,20.25,83,0,22.97,57.1
Very High,4.00E+23,CHENRES07DEL01,light rain,Meal,scooter,35,4.5,13.081.878,80.248.519,13.191.878,80.358.519,28.34,86,0.14,25.34,#N/A
Very High,4635,SURRES19DEL01,clear sky,Buffet,motorcycle,23,4.8,21.149.669,72.772.629,21.259.669,72.882.629,24.93,43,0,24.21,49.35
Very High,8B14,PUNERES02DEL01,clear sky,Buffet,electric_scooter,36,4.9,1.855.144,73.804.855,1.866.144,73.914.855,23.08,48,0,25.36,6.688.333.333
Very High,6E7A,HYDRES09DEL03,haze,Meal,scooter,24,4.9,17.431.668,78.408.321,17.521.668,78.498.321,22.63,60,0,21.45,55.2
Very High,C359,AURGRES06DEL01,haze,Snack,motorcycle,26,4.4,19.874.449,75.360.232,19.984.449,75.470.232,21,60,0,28.28,75.85
Very High,76CD,CHENRES05DEL02,overcast clouds,Drinks,scooter,32,4.8,13.058.616,80.264.151,13.108.616,80.314.151,28.37,82,0,14.83,63.65
Very High,A84E,JAPRES02DEL02,clear sky,Snack,motorcycle,22,4.9,26.914.142,75.805.704,27.044.142,75.935.704,23.92,30,0,27.14,5.603.333.333
Very High,18EB,MUMRES13DEL01,clear sky,Buffet,motorcycle,34,4.1,19.178.321,72.834.715,19.288.321,72.944.715,28.04,53,0,24.29,58.55
Very High,5F03,JAPRES18DEL01,clear sky,Snack,scooter,39,4.3,26.913.987,75.752.891,27.023.987,75.862.891,23.79,28,0,28.36,6.776.666.667
Very High,550C,COIMBRES17DEL01,haze,Drinks,motorcycle,34,4.6,11.026.117,76.944.652,11.136.117,77.054.652,26.06,73,0,22.86,57.8
Very High,1D41,INDORES14DEL02,clear sky,Drinks,motorcycle,34,4.9,22.761.593,75.886.362,22.891.593,76.016.362,22.22,43,0,27.03,61.9
Very High,AEE6,SURRES19DEL03,mist,Meal,scooter,35,4.7,21.149.669,72.772.629,21.239.669,72.862.629,24.95,73,0,20.14,5.358.333.333
Very High,1.00E+23,SURRES09DEL02,clear sky,Snack,scooter,35,5,21.175.975,72.795.503,21.305.975,72.925.503,24.9,42,0,28.79,6.688.333.333
Very High,3.30E+01,CHENRES01DEL02,light rain,Snack,scooter,35,5,13.005.801,80.250.744,13.085.801,80.330.744,28.42,82,0.11,20.55,#N/A
Very High,35AC,CHENRES13DEL03,light rain,Snack,motorcycle,22,4.9,13.027.018,80.254.791,13.117.018,80.344.791,28.38,82,0.13,22.21,#N/A
Very High,1371,PUNERES11DEL03,clear sky,Drinks,scooter,28,3.5,18.533.811,73.899.315,18.623.811,73.989.315,23.35,47,0,19.2,6.291.666.667
Very High,2332,JAPRES12DEL02,clear sky,Snack,scooter,29,4.6,26.902.908,75.792.934,27.032.908,75.922.934,23.79,29,0,30.73,71.15
Very High,7456,BANGRES18DEL02,haze,Snack,scooter,28,4.6,12.913.041,77.683.237,13.043.041,77.813.237,22.4,73,0,29.57,83.6
Very High,572F,MYSRES08DEL02,clear sky,Drinks,motorcycle,29,5,12.297.954,76.665.169,12.427.954,76.795.169,19.91,68,0,25.66,6.633.333.333
Very High,ABC3,PUNERES07DEL03,clear sky,Snack,electric_scooter,37,5,18.546.947,73.900.626,18.636.947,73.990.626,23.37,47,0,18.49,5.116.666.667
Very High,6ED4,COIMBRES07DEL01,haze,Meal,scooter,30,4.6,1.096.185,76.971.082,1.107.185,77.081.082,26.02,73,0,23.03,50.85
Very High,949B,COIMBRES14DEL01,haze,Drinks,scooter,24,3.2,11.003.681,76.975.525,11.113.681,77.085.525,26.12,73,0,20.63,56.8
Very High,4C94,COIMBRES16DEL01,haze,Meal,motorcycle,23,4.7,11.010.375,7.695.295,11.120.375,7.706.295,26.14,73,0,20.5,5.016.666.667
Very High,8729,MUMRES18DEL01,smoke,Drinks,motorcycle,24,4.9,191.093,72.825.451,192.193,72.935.451,26.75,57,0,35.66,9.106.666.667
Very High,CB3E,KNPRES07DEL02,clear sky,Meal,motorcycle,23,4.9,26.472.001,80.354.002,26.602.001,80.484.002,22.99,43,0,25.56,56.5
Very High,95A,RANCHIRES01DEL02,scattered clouds,Meal,scooter,29,4.6,23.416.792,85.316.842,23.546.792,85.446.842,18.28,62,0,23.28,55.4
Very High,80D3,JAPRES07DEL03,haze,Drinks,motorcycle,27,4.9,26.766.536,75.837.333,26.906.536,75.977.333,24.07,46,0,38.54,56.6
Very High,1CA4,BANGRES05DEL01,haze,Buffet,scooter,24,5,12.970.324,77.645.748,13.080.324,77.755.748,22.33,73,0,20.46,4.986.666.667
Very High,A476,CHENRES05DEL02,overcast clouds,Snack,motorcycle,37,4.7,13.058.616,80.264.151,13.108.616,80.314.151,28.37,82,0,14.83,5.861.666.667
Very High,5A94,INDORES15DEL02,clear sky,Drinks,electric_scooter,22,4.8,22.760.072,75.892.574,22.890.072,76.022.574,22.22,43,0,26.3,60.6
Very High,B995,JAPRES15DEL01,clear sky,Meal,electric_scooter,32,4.8,26.891.191,75.802.083,27.001.191,75.912.083,23.95,29,0,20.38,50.2
Very High,55EA,MUMRES03DEL02,clear sky,Snack,motorcycle,31,4.9,1.922.384,72.841.347,1.930.384,72.921.347,27.21,55,0,22.38,5.523.333.333
Very High,2787,HYDRES16DEL01,haze,Buffet,motorcycle,30,4.9,17.440.827,78.393.391,17.550.827,78.503.391,22.57,60,0,26.82,6.293.333.333
Very High,1DC3,MUMRES03DEL02,clear sky,Drinks,motorcycle,25,4,1.922.384,72.841.347,1.930.384,72.921.347,27.21,55,0,22.38,6.038.333.333
Very High,4F6F,RANCHIRES04DEL01,mist,Snack,scooter,29,4.9,23.359.033,85.325.347,23.429.033,85.395.347,20.25,83,0,22.97,5.711.666.667
Very High,7F29,INDORES15DEL02,clear sky,Meal,motorcycle,37,4.6,22.760.072,75.892.574,22.890.072,76.022.574,22.22,43,0,26.3,51.55
Very High,C1B7,KOCRES04DEL02,light rain,Buffet,electric_scooter,26,4.5,9.966.783,76.242.981,10.046.783,76.322.981,25.41,83,0.39,22.94,#N/A
Very High,2E5B,PUNERES18DEL01,clear sky,Drinks,motorcycle,29,4.8,18.593.481,73.785.901,18.703.481,73.895.901,22.65,48,0,21.63,61.65
Very High,488E,PUNERES14DEL01,clear sky,Buffet,motorcycle,29,5,18.516.216,73.842.527,18.626.216,73.952.527,23.22,48,0,19.84,5.928.333.333
Very High,3457,BANGRES010DEL03,haze,Snack,motorcycle,32,4.6,12.933.298,77.614.293,12.993.298,77.674.293,23.02,72,0,14.4,52.15
Very High,C89,BANGRES08DEL01,haze,Meal,motorcycle,29,4.4,12.906.229,77.596.791,12.976.229,77.666.791,23.17,72,0,15.96,4.771.666.667
Very High,C5DA,KOCRES13DEL01,light rain,Buffet,motorcycle,37,4.7,9.991.703,76.293.136,10.101.703,76.403.136,24.57,88,0.43,26.27,#N/A
Very High,DDDF,BHPRES18DEL01,clear sky,Buffet,motorcycle,35,4.8,23.234.631,77.401.663,23.344.631,77.511.663,21.91,43,0,21.2,5.661.666.667
Very High,D4BD,KOCRES02DEL02,light rain,Drinks,motorcycle,25,4.9,10.028.047,76.310.019,10.158.047,76.440.019,24.42,90,0.34,29.27,#N/A
Very High,60A1,HYDRES20DEL02,overcast clouds,Meal,scooter,36,4.8,17.483.216,78.552.111,17.613.216,78.682.111,23.07,65,0,29.02,56.55
Very High,4A28,SURRES16DEL02,clear sky,Meal,electric_scooter,20,4.8,21.160.437,72.774.209,21.290.437,72.904.209,24.9,43,0,34.64,54.4
Very High,1C70,CHENRES08DEL03,light rain,Drinks,scooter,28,4.9,13.022.394,80.242.439,13.112.394,80.332.439,28.38,82,0.11,23.93,#N/A
Very High,6BCC,HYDRES14DEL02,haze,Snack,scooter,31,4.6,17.426.228,78.407.495,17.556.228,78.537.495,22.57,60,0,25.32,6.001.666.667
Very High,9B7E,MUMRES19DEL03,smoke,Snack,motorcycle,24,4.8,19.131.141,72.813.074,19.221.141,72.903.074,26.62,57,0,22.94,7.143.333.333
Very High,BBD 1.00,PUNERES13DEL02,clear sky,Meal,motorcycle,36,4.8,1.856.245,73.916.619,1.864.245,73.996.619,23.36,47,0,23.24,5.243.333.333
Very High,94C,MUMRES18DEL03,smoke,Meal,motorcycle,29,4.6,191.093,72.825.451,191.993,72.915.451,26.96,57,0,24.34,7.576.666.667
Very High,5EF7,PUNERES06DEL02,clear sky,Snack,motorcycle,32,4.2,18.546.258,73.904.337,18.676.258,74.034.337,23.61,47,0,27.63,62.15
Very High,8892,INDORES03DEL02,clear sky,Snack,motorcycle,30,4.7,22.751.857,75.866.699,22.881.857,75.996.699,22.3,43,0,26.88,54.9
Very High,5805,CHENRES12DEL01,mist,Snack,motorcycle,22,4.7,12.972.793,80.249.982,13.042.793,80.319.982,28.51,81,0,17.33,53.5
Very High,DD25,KNPRES18DEL02,clear sky,Snack,scooter,28,5,26.474.133,803.481,26.604.133,804.781,22.99,43,0,25.63,59.6
Very High,AE5F,HYDRES05DEL03,haze,Snack,motorcycle,34,4.8,17.433.809,78.386.744,17.523.809,78.476.744,22.81,60,0,21.38,56.25
Very High,2E7A,SURRES09DEL02,clear sky,Buffet,motorcycle,21,4.5,21.175.975,72.795.503,21.305.975,72.925.503,24.9,42,0,28.79,65.05
Very High,468C,MUMRES11DEL02,smoke,Drinks,electric_scooter,20,4.1,18.994.237,72.825.553,19.124.237,72.955.553,28.05,57,0,33.59,82.1
Very High,DCE0,KOCRES05DEL01,light rain,Buffet,motorcycle,32,4,9.970.717,76.285.447,10.080.717,76.395.447,24.61,88,0.45,26.1,#N/A
Very High,B716,HYDRES12DEL03,haze,Meal,motorcycle,35,4.2,17.429.585,78.392.621,17.519.585,78.482.621,22.81,60,0,21.21,54.4
Very High,7AEE,CHENRES17DEL02,overcast clouds,Drinks,motorcycle,39,4.9,13.045.479,8.023.311,13.125.479,8.031.311,28.35,82,0,20.23,73.65
Very High,96FF,JAPRES12DEL02,clear sky,Buffet,scooter,26,4.8,26.902.908,75.792.934,27.032.908,75.922.934,23.79,29,0,31.02,6.833.333.333
Very High,2DCE,PUNERES13DEL01,clear sky,Buffet,motorcycle,38,4.8,1.856.245,73.916.619,1.867.245,74.026.619,23.58,47,0,25.07,5.661.666.667
Very High,9585,JAPRES06DEL01,clear sky,Snack,scooter,20,4.8,26.911.927,75.797.282,27.021.927,75.907.282,23.84,29,0,22.34,53.95
Very High,D2EC,GOARES18DEL03,broken clouds,Meal,motorcycle,31,4.8,1.549.395,73.827.423,1.558.395,73.917.423,28.89,68,0,21.18,5.443.333.333
Very High,905,PUNERES14DEL02,clear sky,Buffet,scooter,29,4.6,18.516.216,73.842.527,18.596.216,73.922.527,22.86,48,0,15.09,4.986.666.667
Very High,3DA7,PUNERES010DEL01,clear sky,Drinks,motorcycle,32,5,18.539.299,73.897.902,18.609.299,73.967.902,22.87,48,0,17.82,5.811.666.667
Very High,FD2,HYDRES14DEL01,haze,Meal,motorcycle,24,5,17.426.228,78.407.495,17.536.228,78.517.495,22.6,60,0,22.59,5.768.333.333
Very High,8C7A,PUNERES17DEL02,clear sky,Drinks,scooter,27,4.6,18.530.963,73.828.972,18.660.963,73.958.972,23.24,48,0,25.68,7.668.333.333
Very High,A9D8,RANCHIRES07DEL02,scattered clouds,Meal,scooter,38,4,23.359.407,85.325.055,23.489.407,85.455.055,20.22,62,0,25.76,5.626.666.667
Very High,2E0C,BANGRES20DEL03,haze,Drinks,scooter,26,4.6,12.972.161,77.596.014,13.032.161,77.656.014,22.58,73,0,11.84,56.45
Very High,305B,HYDRES18DEL01,haze,Buffet,scooter,21,4.6,17.450.851,78.379.347,17.560.851,78.489.347,22.64,60,0,25.29,57.35
Very High,AFB3,CHENRES13DEL02,light rain,Snack,electric_scooter,34,4.7,13.027.018,80.254.791,13.107.018,80.334.791,28.38,82,0.11,20.12,#N/A
Very High,9570,BANGRES18DEL03,haze,Drinks,scooter,37,4.6,12.913.041,77.683.237,12.973.041,77.743.237,23.25,73,0,16.17,6.331.666.667
Very High,8.00E+04,BANGRES16DEL03,haze,Drinks,scooter,29,4.6,13.029.198,77.570.997,13.119.198,77.660.997,21.83,73,0,21.89,57.55
Very High,A30C,CHENRES05DEL03,light rain,Meal,motorcycle,23,5,13.058.616,80.264.151,13.148.616,80.354.151,28.36,82,0.14,17.05,#N/A
Very High,56B6,CHENRES01DEL02,light rain,Drinks,motorcycle,27,4.8,13.005.801,80.250.744,13.135.801,80.380.744,28.39,82,0.18,26.48,#N/A
Very High,5E0A,BANGRES03DEL01,haze,Buffet,scooter,29,4.9,12.979.166,77.640.709,13.089.166,77.750.709,22.14,73,0,22.12,49.55
Very High,1DCB,COIMBRES17DEL01,haze,Drinks,electric_scooter,21,4.6,11.026.117,76.944.652,11.136.117,77.054.652,26.06,73,0,22.86,5.761.666.667
Very High,AE1C,HYDRES13DEL03,haze,Buffet,scooter,38,5,17.431.477,7.840.035,17.521.477,7.849.035,22.7,60,0,22.05,5.638.333.333
Very High,AF2F,CHENRES01DEL02,light rain,Buffet,motorcycle,25,4.6,13.005.801,80.250.744,13.085.801,80.330.744,28.42,82,0.11,20.55,#N/A
Very High,74D6,CHENRES16DEL01,light rain,Drinks,motorcycle,26,4.7,13.049.645,80.242.268,13.159.645,80.352.268,28.35,82,0.14,24.03,#N/A
Very High,7D2C,JAPRES19DEL03,clear sky,Drinks,motorcycle,27,4.8,26.913.726,7.575.282,27.053.726,7.589.282,23.72,29,0,27.46,6.626.666.667
Very High,9C79,CHENRES09DEL02,light rain,Snack,motorcycle,35,4.1,13.044.694,8.026.147,13.174.694,8.039.147,28.36,76,0.19,27.85,#N/A
Very High,B7C3,JAPRES010DEL03,clear sky,Snack,scooter,26,4.8,26.921.411,75.793.604,27.061.411,75.933.604,23.86,30,0,27.74,5.916.666.667
Very High,369A,JAPRES13DEL03,clear sky,Meal,motorcycle,33,4.5,26.846.156,758.023,26.986.156,759.423,24,29,0,25.69,54.35
Very High,B7CD,CHENRES02DEL03,overcast clouds,Snack,scooter,34,4.7,13.086.438,80.220.672,13.146.439,80.280.672,28.26,82,0,13.96,53
Very High,275B,SURRES20DEL02,clear sky,Snack,scooter,20,4.8,2.115.276,72.778.059,2.128.276,72.908.059,24.9,43,0,24.01,5.236.666.667
Very High,1E1D,SURRES17DEL01,clear sky,Buffet,scooter,37,4.9,21.149.569,72.772.697,21.259.569,72.882.697,24.93,43,0,24.21,4.916.666.667
Very High,972C,JAPRES17DEL01,clear sky,Meal,motorcycle,39,4.7,26.892.312,75.806.896,27.002.312,75.916.896,23.95,29,0,20.18,5.108.333.333
Very High,C684,BHPRES04DEL01,clear sky,Snack,motorcycle,22,4.9,23.184.992,77.417.227,23.294.992,77.527.227,21.89,44,0,22.56,5.253.333.333
Very High,39A4,MUMRES08DEL02,smoke,Meal,scooter,23,4.3,19.065.838,72.832.658,19.195.838,72.962.658,27.9,57,0,28.78,59.4
Very High,DC55,DEHRES010DEL02,clear sky,Meal,scooter,24,4.4,30.328.174,78.049.117,30.408.174,78.129.117,15.13,82,0,18.62,6.326.666.667
Very High,3721,MUMRES15DEL01,smoke,Drinks,scooter,37,3.5,19.176.269,72.836.721,19.246.269,72.906.721,26.44,57,0,17.22,6.146.666.667
Very High,6BF2,HYDRES05DEL01,haze,Buffet,motorcycle,23,4.6,17.433.809,78.386.744,17.543.809,78.496.744,22.64,60,0,24.21,61.95
Very High,6567,JAPRES02DEL02,clear sky,Meal,scooter,24,4.9,26.914.142,75.805.704,27.044.142,75.935.704,23.92,30,0,27.14,5.186.666.667
Very High,2BC1,PUNERES05DEL01,clear sky,Buffet,motorcycle,26,4.8,18.543.626,73.905.101,18.653.626,74.015.101,23.49,47,0,23.62,4.858.333.333
Very High,9E4F,HYDRES010DEL01,haze,Meal,motorcycle,38,4.6,17.428.294,78.404.423,17.538.294,78.514.423,22.52,60,0,26.98,6.296.666.667
Very High,759B,BANGRES16DEL03,haze,Meal,scooter,20,4.7,13.029.198,77.570.997,13.119.198,77.660.997,21.83,73,0,21.89,48.7
Very High,A42C,HYDRES02DEL02,haze,Drinks,electric_scooter,25,4.9,1.741.233,78.449.654,1.749.233,78.529.654,22.73,60,0,17.95,5.646.666.667
Very High,D8FA,KNPRES09DEL01,clear sky,Meal,scooter,26,4.9,26.473.698,80.352.677,26.583.698,80.462.677,22.98,43,0,22.81,46.45
Very High,7541,PUNERES11DEL01,clear sky,Snack,scooter,36,4.1,18.533.811,73.899.315,18.643.811,74.009.315,23.32,47,0,24.11,6.648.333.333
Very High,88B0,CHENRES05DEL01,light rain,Snack,scooter,34,4.2,13.058.616,80.264.151,13.168.616,80.374.151,28.36,86,0.17,24.34,#N/A
Very High,2FFF,CHENRES07DEL02,light rain,Snack,scooter,28,5,13.081.878,80.248.519,13.161.878,80.328.519,28.33,82,0.11,20.84,#N/A
Very High,10AA,BANGRES010DEL03,haze,Drinks,motorcycle,27,5,12.933.298,77.614.293,13.023.298,77.704.293,22.79,73,0,17.91,56.75
Very High,95F9,PUNERES13DEL02,clear sky,Buffet,motorcycle,24,4.6,1.856.245,73.916.619,1.864.245,73.996.619,23.36,47,0,23.24,5.586.666.667
Very High,8061,COIMBRES18DEL01,haze,Buffet,motorcycle,22,4.7,1.102.091,76.940.432,1.113.091,77.050.432,26.11,73,0,23.71,5.366.666.667
Very High,B100,BANGRES010DEL03,haze,Buffet,scooter,23,2.5,12.933.298,77.614.293,13.023.298,77.704.293,22.79,73,0,17.91,4.971.666.667
Very High,71F2,CHENRES06DEL03,light rain,Drinks,motorcycle,24,4.9,13.054.347,80.257.221,13.144.347,80.347.221,28.36,82,0.13,18.01,#N/A
Very High,B0FC,CHENRES03DEL02,light rain,Meal,motorcycle,27,4.6,13.091.809,80.219.104,13.221.809,80.349.104,28.32,75,0.13,28.93,#N/A
Very High,4358,PUNERES13DEL03,clear sky,Drinks,motorcycle,23,4.8,1.856.245,73.916.619,1.865.245,74.006.619,23.48,47,0,21.51,5.538.333.333
Very High,66AE,SURRES11DEL02,clear sky,Meal,electric_scooter,25,4.5,21.157.735,72.768.778,21.287.735,72.898.778,24.9,43,0,33.95,5.286.666.667
Very High,1F6A,HYDRES08DEL01,haze,Drinks,motorcycle,39,4.5,17.438.263,78.397.865,17.548.263,78.507.865,22.54,60,0,27.2,7.701.666.667
Very High,5DCD,HYDRES01DEL01,haze,Snack,scooter,24,4.8,17.410.371,78.437.225,17.520.371,78.547.225,22.75,60,0,22.65,6.178.333.333
Very High,287A,HYDRES13DEL02,haze,Buffet,scooter,34,4.7,17.431.477,7.840.035,17.511.477,7.848.035,22.78,60,0,19.64,5.161.666.667
Very High,3708,PUNERES15DEL01,clear sky,Buffet,motorcycle,34,4.6,18.636.215,73.751.081,18.746.215,73.861.081,22.6,48,0,26.46,6.151.666.667
